architecture,patient,factor,repeat,probability_IC_change
GraphSAGE,151,0.95,18,0.0138627290725708
GraphSAGE,151,0.95,19,0.006247282028198242
GraphSAGE,151,1.05,0,0.020197033882141113
GraphSAGE,151,1.05,1,0.017006278038024902
GraphSAGE,151,1.05,2,0.023434996604919434
GraphSAGE,151,1.05,3,0.011238157749176025
GraphSAGE,151,1.05,4,-0.009148776531219482
GraphSAGE,151,1.05,5,-0.00928032398223877
GraphSAGE,151,1.05,6,-0.006027698516845703
GraphSAGE,151,1.05,7,0.021530985832214355
GraphSAGE,151,1.05,8,-0.012959182262420654
GraphSAGE,151,1.05,9,0.008269429206848145
GraphSAGE,151,1.05,10,-0.0067909955978393555
GraphSAGE,151,1.05,11,-0.006237506866455078
GraphSAGE,151,1.05,12,-0.009289145469665527
GraphSAGE,151,1.05,13,-0.018315911293029785
GraphSAGE,151,1.05,14,-0.015665531158447266
GraphSAGE,151,1.05,15,-0.005699336528778076
GraphSAGE,151,1.05,16,0.007334291934967041
GraphSAGE,151,1.05,17,0.02265721559524536
GraphSAGE,151,1.05,18,0.011343061923980713
GraphSAGE,151,1.05,19,-0.010075509548187256
GraphSAGE,156,0.95,0,0.007095158100128174
GraphSAGE,156,0.95,1,0.00814276933670044
GraphSAGE,156,0.95,2,-0.010073840618133545
GraphSAGE,156,0.95,3,0.005017876625061035
GraphSAGE,156,0.95,4,-0.010500609874725342
GraphSAGE,156,0.95,5,-0.009496569633483887
GraphSAGE,156,0.95,6,-0.012244224548339844
GraphSAGE,156,0.95,7,-0.00708925724029541
GraphSAGE,156,0.95,8,0.009270668029785156
GraphSAGE,156,0.95,9,0.011512279510498047
GraphSAGE,156,0.95,10,0.013701260089874268
GraphSAGE,156,0.95,11,-0.01676344871520996
GraphSAGE,156,0.95,12,-0.011816680431365967
GraphSAGE,156,0.95,13,0.01050269603729248
GraphSAGE,156,0.95,14,-0.0032422542572021484
GraphSAGE,156,0.95,15,-0.02167034149169922
GraphSAGE,156,0.95,16,0.00907355546951294
GraphSAGE,156,0.95,17,-0.009833812713623047
GraphSAGE,156,0.95,18,-0.0004462003707885742
GraphSAGE,156,0.95,19,-0.017383694648742676
GraphSAGE,156,1.05,0,-0.021060824394226074
GraphSAGE,156,1.05,1,0.0030584335327148438
GraphSAGE,156,1.05,2,-0.005976080894470215
GraphSAGE,156,1.05,3,-0.007290482521057129
GraphSAGE,156,1.05,4,-0.013061702251434326
GraphSAGE,156,1.05,5,-0.0008189082145690918
GraphSAGE,156,1.05,6,-0.014957129955291748
GraphSAGE,156,1.05,7,0.016201317310333252
GraphSAGE,156,1.05,8,0.005926609039306641
GraphSAGE,156,1.05,9,0.01725327968597412
GraphSAGE,156,1.05,10,0.014329910278320312
GraphSAGE,156,1.05,11,-0.009522438049316406
GraphSAGE,156,1.05,12,-0.006211459636688232
GraphSAGE,156,1.05,13,-0.007121264934539795
GraphSAGE,156,1.05,14,-0.002136826515197754
GraphSAGE,156,1.05,15,-0.010528802871704102
GraphSAGE,156,1.05,16,0.015694618225097656
GraphSAGE,156,1.05,17,-0.0031005144119262695
GraphSAGE,156,1.05,18,-0.004758715629577637
GraphSAGE,156,1.05,19,0.00922924280166626
GraphSAGE,162,0.95,0,0.009851217269897461
GraphSAGE,162,0.95,1,-0.024074792861938477
GraphSAGE,162,0.95,2,-0.006770133972167969
GraphSAGE,162,0.95,3,0.012811720371246338
GraphSAGE,162,0.95,4,-0.0021649599075317383
GraphSAGE,162,0.95,5,0.012890100479125977
GraphSAGE,162,0.95,6,0.010625481605529785
GraphSAGE,162,0.95,7,0.005804657936096191
GraphSAGE,162,0.95,8,0.019948303699493408
GraphSAGE,162,0.95,9,-0.005973756313323975
GraphSAGE,162,0.95,10,-0.007349848747253418
GraphSAGE,162,0.95,11,0.005885660648345947
GraphSAGE,162,0.95,12,-0.005234718322753906
GraphSAGE,162,0.95,13,-0.007140398025512695
GraphSAGE,162,0.95,14,0.005314826965332031
GraphSAGE,162,0.95,15,-0.005746722221374512
GraphSAGE,162,0.95,16,0.01642662286758423
GraphSAGE,162,0.95,17,-0.0032999515533447266
GraphSAGE,162,0.95,18,0.015217423439025879
GraphSAGE,162,0.95,19,-0.025667846202850342
GraphSAGE,162,1.05,0,0.02014237642288208
GraphSAGE,162,1.05,1,0.025732100009918213
GraphSAGE,162,1.05,2,0.009054780006408691
GraphSAGE,162,1.05,3,-0.014507472515106201
GraphSAGE,162,1.05,4,-0.015783190727233887
GraphSAGE,162,1.05,5,0.022639095783233643
GraphSAGE,162,1.05,6,0.012584507465362549
GraphSAGE,162,1.05,7,-0.016242682933807373
GraphSAGE,162,1.05,8,-0.003578364849090576
GraphSAGE,162,1.05,9,-0.031086444854736328
GraphSAGE,162,1.05,10,-0.016481399536132812
GraphSAGE,162,1.05,11,-0.0029376745223999023
GraphSAGE,162,1.05,12,-0.012602686882019043
GraphSAGE,162,1.05,13,0.007521271705627441
GraphSAGE,162,1.05,14,0.022666454315185547
GraphSAGE,162,1.05,15,-0.006046712398529053
GraphSAGE,162,1.05,16,-0.01358485221862793
GraphSAGE,162,1.05,17,-0.009792327880859375
GraphSAGE,162,1.05,18,0.01976233720779419
GraphSAGE,162,1.05,19,0.015262842178344727
GraphSAGE,178,0.95,0,0.00912734866142273
GraphSAGE,178,0.95,1,0.01495140790939331
GraphSAGE,178,0.95,2,-0.0007281005382537842
GraphSAGE,178,0.95,3,0.013157904148101807
GraphSAGE,178,0.95,4,-0.0030467957258224487
GraphSAGE,178,0.95,5,-0.004969388246536255
GraphSAGE,178,0.95,6,0.0065000057220458984
GraphSAGE,178,0.95,7,-0.010527998208999634
GraphSAGE,178,0.95,8,-0.012997299432754517
GraphSAGE,178,0.95,9,0.0018248260021209717
GraphSAGE,178,0.95,10,0.009451210498809814
GraphSAGE,178,0.95,11,0.004273906350135803
GraphSAGE,178,0.95,12,-0.000376969575881958
GraphSAGE,178,0.95,13,0.006327882409095764
GraphSAGE,178,0.95,14,-0.010810405015945435
GraphSAGE,178,0.95,15,-0.00417974591255188
GraphSAGE,178,0.95,16,-0.0026863068342208862
GraphSAGE,178,0.95,17,0.0037826895713806152
GraphSAGE,178,0.95,18,0.009678244590759277
GraphSAGE,178,0.95,19,-0.015178114175796509
GraphSAGE,178,1.05,0,0.0030634552240371704
GraphSAGE,178,1.05,1,-0.009902387857437134
GraphSAGE,178,1.05,2,-0.009078547358512878
GraphSAGE,178,1.05,3,0.00017002224922180176
GraphSAGE,178,1.05,4,-0.011796355247497559
GraphSAGE,178,1.05,5,0.0007151961326599121
GraphSAGE,178,1.05,6,0.004318907856941223
GraphSAGE,178,1.05,7,0.013615071773529053
GraphSAGE,178,1.05,8,0.01152774691581726
GraphSAGE,178,1.05,9,0.009768098592758179
GraphSAGE,178,1.05,10,-0.009197205305099487
GraphSAGE,178,1.05,11,0.0010124146938323975
GraphSAGE,178,1.05,12,-0.0034017860889434814
GraphSAGE,178,1.05,13,-0.0031953901052474976
GraphSAGE,178,1.05,14,0.012256413698196411
GraphSAGE,178,1.05,15,-0.0003062784671783447
GraphSAGE,178,1.05,16,-0.011275053024291992
GraphSAGE,178,1.05,17,0.009250596165657043
GraphSAGE,178,1.05,18,0.0002632737159729004
GraphSAGE,178,1.05,19,0.0013138949871063232
GraphSAGE,179,0.95,0,0.011564493179321289
GraphSAGE,179,0.95,1,-0.006175577640533447
GraphSAGE,179,0.95,2,0.008394479751586914
GraphSAGE,179,0.95,3,0.0028708577156066895
GraphSAGE,179,0.95,4,-0.004498422145843506
GraphSAGE,179,0.95,5,-0.012174665927886963
GraphSAGE,179,0.95,6,0.01255863904953003
GraphSAGE,179,0.95,7,-0.00471574068069458
GraphSAGE,179,0.95,8,-0.018998324871063232
GraphSAGE,179,0.95,9,-0.013037502765655518
GraphSAGE,179,0.95,10,0.012457191944122314
GraphSAGE,179,0.95,11,-0.0034427642822265625
GraphSAGE,179,0.95,12,0.0013167858123779297
GraphSAGE,179,0.95,13,0.012150585651397705
GraphSAGE,179,0.95,14,-0.007259726524353027
GraphSAGE,179,0.95,15,-0.0015042424201965332
GraphSAGE,179,0.95,16,-0.002933800220489502
GraphSAGE,179,0.95,17,-0.008184313774108887
GraphSAGE,179,0.95,18,-0.018012583255767822
GraphSAGE,179,0.95,19,-0.0042746663093566895
GraphSAGE,179,1.05,0,0.002171337604522705
GraphSAGE,179,1.05,1,0.011103570461273193
GraphSAGE,179,1.05,2,-0.0020557045936584473
GraphSAGE,179,1.05,3,0.003392457962036133
GraphSAGE,179,1.05,4,0.004899799823760986
GraphSAGE,179,1.05,5,0.009024858474731445
GraphSAGE,179,1.05,6,-0.012712955474853516
GraphSAGE,179,1.05,7,-0.0009208321571350098
GraphSAGE,179,1.05,8,-0.006754517555236816
GraphSAGE,179,1.05,9,0.0010687708854675293
GraphSAGE,179,1.05,10,0.008008420467376709
GraphSAGE,179,1.05,11,0.009875357151031494
GraphSAGE,179,1.05,12,0.004051029682159424
GraphSAGE,179,1.05,13,0.003992259502410889
GraphSAGE,179,1.05,14,-0.00849616527557373
GraphSAGE,179,1.05,15,-0.01836949586868286
GraphSAGE,179,1.05,16,-0.006697177886962891
GraphSAGE,179,1.05,17,-0.005327045917510986
GraphSAGE,179,1.05,18,-0.0021834969520568848
GraphSAGE,179,1.05,19,0.010636508464813232
GraphSAGE,22,0.95,0,-0.010714590549468994
GraphSAGE,22,0.95,1,-0.025254786014556885
GraphSAGE,22,0.95,2,0.023632466793060303
GraphSAGE,22,0.95,3,-0.029647648334503174
GraphSAGE,22,0.95,4,-0.0007534325122833252
GraphSAGE,22,0.95,5,-0.0023590922355651855
GraphSAGE,22,0.95,6,-0.018509328365325928
GraphSAGE,22,0.95,7,0.011016607284545898
GraphSAGE,22,0.95,8,-0.004194319248199463
GraphSAGE,22,0.95,9,0.013637185096740723
GraphSAGE,22,0.95,10,0.011925429105758667
GraphSAGE,22,0.95,11,-0.02408987283706665
GraphSAGE,22,0.95,12,-0.0068021416664123535
GraphSAGE,22,0.95,13,0.00769004225730896
GraphSAGE,22,0.95,14,0.019453495740890503
GraphSAGE,22,0.95,15,-0.01604074239730835
GraphSAGE,22,0.95,16,0.010627120733261108
GraphSAGE,22,0.95,17,0.0028041303157806396
GraphSAGE,22,0.95,18,-0.005662381649017334
GraphSAGE,22,0.95,19,0.020862698554992676
GraphSAGE,22,1.05,0,0.0011605024337768555
GraphSAGE,22,1.05,1,0.01870638132095337
GraphSAGE,22,1.05,2,-0.0011324286460876465
GraphSAGE,22,1.05,3,-0.01456335186958313
GraphSAGE,22,1.05,4,0.029977023601531982
GraphSAGE,22,1.05,5,0.013882279396057129
GraphSAGE,22,1.05,6,0.002409905195236206
GraphSAGE,22,1.05,7,-0.004335552453994751
GraphSAGE,22,1.05,8,0.003031611442565918
GraphSAGE,22,1.05,9,-0.015875041484832764
GraphSAGE,22,1.05,10,0.009573161602020264
GraphSAGE,22,1.05,11,-0.0030497312545776367
GraphSAGE,22,1.05,12,-0.011469125747680664
GraphSAGE,22,1.05,13,-0.0023450851440429688
GraphSAGE,22,1.05,14,-0.022512495517730713
GraphSAGE,22,1.05,15,-0.007744014263153076
GraphSAGE,22,1.05,16,-0.012548476457595825
GraphSAGE,22,1.05,17,0.00852745771408081
GraphSAGE,22,1.05,18,0.001638650894165039
GraphSAGE,22,1.05,19,-0.007491022348403931
GraphSAGE,33,0.95,0,-0.001993894577026367
GraphSAGE,33,0.95,1,0.011553734540939331
GraphSAGE,33,0.95,2,-0.0012524127960205078
GraphSAGE,33,0.95,3,0.0015262961387634277
GraphSAGE,33,0.95,4,0.02575060725212097
GraphSAGE,33,0.95,5,-0.008665144443511963
GraphSAGE,33,0.95,6,0.011758387088775635
GraphSAGE,33,0.95,7,0.008990764617919922
GraphSAGE,33,0.95,8,0.007742583751678467
GraphSAGE,33,0.95,9,0.028550684452056885
GraphSAGE,33,0.95,10,0.01739346981048584
GraphSAGE,33,0.95,11,-0.015878915786743164
GraphSAGE,33,0.95,12,-0.02067062258720398
GraphSAGE,33,0.95,13,-0.010274887084960938
GraphSAGE,33,0.95,14,-0.0005668401718139648
GraphSAGE,33,0.95,15,0.002897202968597412
GraphSAGE,33,0.95,16,0.018372267484664917
GraphSAGE,33,0.95,17,-0.012183457612991333
GraphSAGE,33,0.95,18,0.010243624448776245
GraphSAGE,33,0.95,19,0.012947142124176025
GraphSAGE,33,1.05,0,-0.00759926438331604
GraphSAGE,33,1.05,1,0.024004876613616943
GraphSAGE,33,1.05,2,-0.005601823329925537
GraphSAGE,33,1.05,3,0.012031495571136475
GraphSAGE,33,1.05,4,-0.0032273530960083008
GraphSAGE,33,1.05,5,0.0063665807247161865
GraphSAGE,33,1.05,6,-0.011235147714614868
GraphSAGE,33,1.05,7,-0.007057696580886841
GraphSAGE,33,1.05,8,-0.005310684442520142
GraphSAGE,33,1.05,9,-0.0054094791412353516
GraphSAGE,33,1.05,10,-0.013935267925262451
GraphSAGE,33,1.05,11,0.019505023956298828
GraphSAGE,33,1.05,12,-0.0015774369239807129
GraphSAGE,33,1.05,13,-0.014219731092453003
GraphSAGE,33,1.05,14,0.008850276470184326
GraphSAGE,33,1.05,15,-0.01821315288543701
GraphSAGE,33,1.05,16,0.015417933464050293
GraphSAGE,33,1.05,17,-0.004850894212722778
GraphSAGE,33,1.05,18,0.011458247900009155
GraphSAGE,33,1.05,19,-0.010455936193466187
GraphSAGE,54,0.95,0,-0.02307906746864319
GraphSAGE,54,0.95,1,-0.027673333883285522
GraphSAGE,54,0.95,2,0.03164619207382202
GraphSAGE,54,0.95,3,-0.02882888913154602
GraphSAGE,54,0.95,4,-0.01675829291343689
GraphSAGE,54,0.95,5,-0.00930902361869812
GraphSAGE,54,0.95,6,1.4901161193847656e-06
GraphSAGE,54,0.95,7,0.00263407826423645
GraphSAGE,54,0.95,8,0.02685844898223877
GraphSAGE,54,0.95,9,0.014164358377456665
GraphSAGE,54,0.95,10,0.012432843446731567
GraphSAGE,54,0.95,11,0.005622416734695435
GraphSAGE,54,0.95,12,-0.016822993755340576
GraphSAGE,54,0.95,13,-0.008531957864761353
GraphSAGE,54,0.95,14,0.014491498470306396
GraphSAGE,54,0.95,15,0.01580396294593811
GraphSAGE,54,0.95,16,-0.002385050058364868
GraphSAGE,54,0.95,17,0.0029858946800231934
GraphSAGE,54,0.95,18,0.0355701744556427
GraphSAGE,54,0.95,19,-0.009237110614776611
GraphSAGE,54,1.05,0,0.016909688711166382
GraphSAGE,54,1.05,1,0.028903990983963013
GraphSAGE,54,1.05,2,0.01441851258277893
GraphSAGE,54,1.05,3,0.006724685430526733
GraphSAGE,54,1.05,4,0.008810371160507202
GraphSAGE,54,1.05,5,0.005058258771896362
GraphSAGE,54,1.05,6,0.007516294717788696
GraphSAGE,54,1.05,7,-0.015311092138290405
GraphSAGE,54,1.05,8,-0.0009152889251708984
GraphSAGE,54,1.05,9,-0.013231784105300903
GraphSAGE,54,1.05,10,-2.5659799575805664e-05
GraphSAGE,54,1.05,11,0.01981779932975769
GraphSAGE,54,1.05,12,-0.003974705934524536
GraphSAGE,54,1.05,13,-0.006888657808303833
GraphSAGE,54,1.05,14,0.01814448833465576
GraphSAGE,54,1.05,15,0.020043224096298218
GraphSAGE,54,1.05,16,0.004631549119949341
GraphSAGE,54,1.05,17,-0.017803817987442017
GraphSAGE,54,1.05,18,-0.02177932858467102
GraphSAGE,54,1.05,19,-0.026169508695602417
GraphSAGE,56,0.95,0,0.002511553466320038
GraphSAGE,56,0.95,1,0.0005110651254653931
GraphSAGE,56,0.95,2,-0.005840107798576355
GraphSAGE,56,0.95,3,0.006015017628669739
GraphSAGE,56,0.95,4,-0.0036259591579437256
GraphSAGE,56,0.95,5,0.007097683846950531
GraphSAGE,56,0.95,6,-0.006560921669006348
GraphSAGE,56,0.95,7,0.004295907914638519
GraphSAGE,56,0.95,8,-0.003149069845676422
GraphSAGE,56,0.95,9,-0.010049737989902496
GraphSAGE,56,0.95,10,0.007750473916530609
GraphSAGE,56,0.95,11,0.004239283502101898
GraphSAGE,56,0.95,12,-0.01301562786102295
GraphSAGE,56,0.95,13,-0.000548139214515686
GraphSAGE,56,0.95,14,-0.002859868109226227
GraphSAGE,56,0.95,15,-0.0011456608772277832
GraphSAGE,56,0.95,16,-0.0023252665996551514
GraphSAGE,56,0.95,17,-0.004740811884403229
GraphSAGE,56,0.95,18,-0.0002266615629196167
GraphSAGE,56,0.95,19,-0.008175075054168701
GraphSAGE,56,1.05,0,-0.0022170841693878174
GraphSAGE,56,1.05,1,0.001599535346031189
GraphSAGE,56,1.05,2,-0.007541544735431671
GraphSAGE,56,1.05,3,-0.005272537469863892
GraphSAGE,56,1.05,4,0.003131859004497528
GraphSAGE,56,1.05,5,-0.006434038281440735
GraphSAGE,56,1.05,6,-0.005811460316181183
GraphSAGE,56,1.05,7,-0.006031610071659088
GraphSAGE,56,1.05,8,-0.004440382122993469
GraphSAGE,56,1.05,9,-0.0059450045228004456
GraphSAGE,56,1.05,10,-0.005851641297340393
GraphSAGE,56,1.05,11,-0.0006207078695297241
GraphSAGE,56,1.05,12,-0.0003840699791908264
GraphSAGE,56,1.05,13,0.006228499114513397
GraphSAGE,56,1.05,14,-0.0012985244393348694
GraphSAGE,56,1.05,15,0.007381856441497803
GraphSAGE,56,1.05,16,-0.000822409987449646
GraphSAGE,56,1.05,17,0.006636165082454681
GraphSAGE,56,1.05,18,-0.0044094473123550415
GraphSAGE,56,1.05,19,0.012098453938961029
GraphSAGE,58,0.95,0,0.0017279386520385742
GraphSAGE,58,0.95,1,-0.016956359148025513
GraphSAGE,58,0.95,2,-0.01100972294807434
GraphSAGE,58,0.95,3,-0.0022224783897399902
GraphSAGE,58,0.95,4,0.00944221019744873
GraphSAGE,58,0.95,5,-0.004322171211242676
GraphSAGE,58,0.95,6,0.012821733951568604
GraphSAGE,58,0.95,7,-0.013293206691741943
GraphSAGE,58,0.95,8,-0.010622859001159668
GraphSAGE,58,0.95,9,0.01428326964378357
GraphSAGE,58,0.95,10,0.001129448413848877
GraphSAGE,58,0.95,11,-0.00017398595809936523
GraphSAGE,58,0.95,12,-0.006128251552581787
GraphSAGE,58,0.95,13,0.011932909488677979
GraphSAGE,58,0.95,14,0.021370381116867065
GraphSAGE,58,0.95,15,0.004727184772491455
GraphSAGE,58,0.95,16,0.012595653533935547
GraphSAGE,58,0.95,17,-0.005195647478103638
GraphSAGE,58,0.95,18,-0.00959041714668274
GraphSAGE,58,0.95,19,0.007611393928527832
GraphSAGE,58,1.05,0,0.004622995853424072
GraphSAGE,58,1.05,1,0.007485806941986084
GraphSAGE,58,1.05,2,0.0031366944313049316
GraphSAGE,58,1.05,3,-0.01441347599029541
GraphSAGE,58,1.05,4,0.005155771970748901
GraphSAGE,58,1.05,5,0.002936065196990967
GraphSAGE,58,1.05,6,-0.010660529136657715
GraphSAGE,58,1.05,7,-0.001033186912536621
GraphSAGE,58,1.05,8,0.0025346875190734863
GraphSAGE,58,1.05,9,0.02331024408340454
GraphSAGE,58,1.05,10,-0.003628373146057129
GraphSAGE,58,1.05,11,-0.009957104921340942
GraphSAGE,58,1.05,12,0.013360917568206787
GraphSAGE,58,1.05,13,0.0013927221298217773
GraphSAGE,58,1.05,14,0.019043326377868652
GraphSAGE,58,1.05,15,0.0025354623794555664
GraphSAGE,58,1.05,16,0.003893345594406128
GraphSAGE,58,1.05,17,0.010302364826202393
GraphSAGE,58,1.05,18,-0.007795512676239014
GraphSAGE,58,1.05,19,-0.010310947895050049
GraphSAGE,59,0.95,0,-0.01015499234199524
GraphSAGE,59,0.95,1,-0.00021600723266601562
GraphSAGE,59,0.95,2,0.01288384199142456
GraphSAGE,59,0.95,3,0.005324453115463257
GraphSAGE,59,0.95,4,-0.00533062219619751
GraphSAGE,59,0.95,5,0.019433706998825073
GraphSAGE,59,0.95,6,-0.0003371238708496094
GraphSAGE,59,0.95,7,-0.008883029222488403
GraphSAGE,59,0.95,8,0.0036084353923797607
GraphSAGE,59,0.95,9,0.00904989242553711
GraphSAGE,59,0.95,10,0.0016044080257415771
GraphSAGE,59,0.95,11,0.010428845882415771
GraphSAGE,59,0.95,12,-0.0006409287452697754
GraphSAGE,59,0.95,13,0.0032025277614593506
GraphSAGE,59,0.95,14,0.01409989595413208
GraphSAGE,59,0.95,15,-0.011190354824066162
GraphSAGE,59,0.95,16,0.008424460887908936
GraphSAGE,59,0.95,17,0.00949019193649292
GraphSAGE,59,0.95,18,0.003064483404159546
GraphSAGE,59,0.95,19,-0.00914907455444336
GraphSAGE,59,1.05,0,-0.005149126052856445
GraphSAGE,59,1.05,1,0.006391853094100952
GraphSAGE,59,1.05,2,-0.0008875429630279541
GraphSAGE,59,1.05,3,0.004056990146636963
GraphSAGE,59,1.05,4,-0.007059961557388306
GraphSAGE,59,1.05,5,-0.007296830415725708
GraphSAGE,59,1.05,6,-0.0021634697914123535
GraphSAGE,59,1.05,7,-0.0003822445869445801
GraphSAGE,59,1.05,8,-0.009896069765090942
GraphSAGE,59,1.05,9,0.01717531681060791
GraphSAGE,59,1.05,10,0.0038073062896728516
GraphSAGE,59,1.05,11,-0.00593256950378418
GraphSAGE,59,1.05,12,0.0006732940673828125
GraphSAGE,59,1.05,13,-0.006466984748840332
GraphSAGE,59,1.05,14,0.009233951568603516
GraphSAGE,59,1.05,15,-0.003430396318435669
GraphSAGE,59,1.05,16,-0.00543445348739624
GraphSAGE,59,1.05,17,-0.008488297462463379
GraphSAGE,59,1.05,18,0.0008159875869750977
GraphSAGE,59,1.05,19,0.010140657424926758
GraphSAGE,7,0.95,0,-0.0017051398754119873
GraphSAGE,7,0.95,1,-0.005056947469711304
GraphSAGE,7,0.95,2,-0.0015137195587158203
GraphSAGE,7,0.95,3,-0.0017764568328857422
GraphSAGE,7,0.95,4,-0.006509840488433838
GraphSAGE,7,0.95,5,-0.0025715231895446777
GraphSAGE,7,0.95,6,-0.001035153865814209
GraphSAGE,7,0.95,7,0.0016339421272277832
GraphSAGE,7,0.95,8,0.006046950817108154
GraphSAGE,7,0.95,9,0.0025538504123687744
GraphSAGE,7,0.95,10,-0.0052863359451293945
GraphSAGE,7,0.95,11,0.0035969316959381104
GraphSAGE,7,0.95,12,0.004488170146942139
GraphSAGE,7,0.95,13,-0.004532516002655029
GraphSAGE,7,0.95,14,-0.004429757595062256
GraphSAGE,7,0.95,15,0.003485739231109619
GraphSAGE,7,0.95,16,-0.00033360719680786133
GraphSAGE,7,0.95,17,-0.0038458704948425293
GraphSAGE,7,0.95,18,0.002676069736480713
GraphSAGE,7,0.95,19,-0.002725660800933838
GraphSAGE,7,1.05,0,-0.00026154518127441406
GraphSAGE,7,1.05,1,-0.0058772265911102295
GraphSAGE,7,1.05,2,-0.0037502646446228027
GraphSAGE,7,1.05,3,0.0005177557468414307
GraphSAGE,7,1.05,4,0.00012123584747314453
GraphSAGE,7,1.05,5,0.0038916468620300293
GraphSAGE,7,1.05,6,0.0029135048389434814
GraphSAGE,7,1.05,7,-0.00028392672538757324
GraphSAGE,7,1.05,8,0.006014734506607056
GraphSAGE,7,1.05,9,-0.0018467605113983154
GraphSAGE,7,1.05,10,0.0010901987552642822
GraphSAGE,7,1.05,11,0.005006968975067139
GraphSAGE,7,1.05,12,0.001892000436782837
GraphSAGE,7,1.05,13,-0.005032062530517578
GraphSAGE,7,1.05,14,-0.00010737776756286621
GraphSAGE,7,1.05,15,0.0026611685752868652
GraphSAGE,7,1.05,16,-0.003124058246612549
GraphSAGE,7,1.05,17,-0.00044482946395874023
GraphSAGE,7,1.05,18,-0.0001989305019378662
GraphSAGE,7,1.05,19,-0.0061911046504974365
GraphSAGE,87,0.95,0,0.008271217346191406
GraphSAGE,87,0.95,1,0.011202514171600342
GraphSAGE,87,0.95,2,0.004692256450653076
GraphSAGE,87,0.95,3,-0.009744912385940552
GraphSAGE,87,0.95,4,0.008540868759155273
GraphSAGE,87,0.95,5,-0.00042691826820373535
GraphSAGE,87,0.95,6,-0.004119306802749634
GraphSAGE,87,0.95,7,-0.004883080720901489
GraphSAGE,87,0.95,8,0.004923582077026367
GraphSAGE,87,0.95,9,0.0003275275230407715
GraphSAGE,87,0.95,10,-0.0007258057594299316
GraphSAGE,87,0.95,11,0.0032015442848205566
GraphSAGE,87,0.95,12,-0.000731050968170166
GraphSAGE,87,0.95,13,0.0028566718101501465
GraphSAGE,87,0.95,14,-0.002270042896270752
GraphSAGE,87,0.95,15,0.003960549831390381
GraphSAGE,87,0.95,16,-0.00350835919380188
GraphSAGE,87,0.95,17,-0.012425661087036133
GraphSAGE,87,0.95,18,-0.0015613138675689697
GraphSAGE,87,0.95,19,0.003269404172897339
GraphSAGE,87,1.05,0,-0.014991700649261475
GraphSAGE,87,1.05,1,0.0007425546646118164
GraphSAGE,87,1.05,2,-0.009023010730743408
GraphSAGE,87,1.05,3,-0.0045500993728637695
GraphSAGE,87,1.05,4,-0.0027637779712677
GraphSAGE,87,1.05,5,0.013639867305755615
GraphSAGE,87,1.05,6,0.01728898286819458
GraphSAGE,87,1.05,7,-0.00024956464767456055
GraphSAGE,87,1.05,8,-0.004468709230422974
GraphSAGE,87,1.05,9,0.006197154521942139
GraphSAGE,87,1.05,10,-0.002629309892654419
GraphSAGE,87,1.05,11,-0.004816204309463501
GraphSAGE,87,1.05,12,-0.002731621265411377
GraphSAGE,87,1.05,13,0.00039833784103393555
GraphSAGE,87,1.05,14,-0.005363047122955322
GraphSAGE,87,1.05,15,-1.0162591934204102e-05
GraphSAGE,87,1.05,16,-0.0005863308906555176
GraphSAGE,87,1.05,17,-0.003415048122406006
GraphSAGE,87,1.05,18,0.0010664165019989014
GraphSAGE,87,1.05,19,-0.014841318130493164
GraphSAGE,9,0.95,0,0.014186382293701172
GraphSAGE,9,0.95,1,-0.00954824686050415
GraphSAGE,9,0.95,2,0.017593562602996826
GraphSAGE,9,0.95,3,-0.006270885467529297
GraphSAGE,9,0.95,4,0.009062230587005615
GraphSAGE,9,0.95,5,0.009657621383666992
GraphSAGE,9,0.95,6,-0.0030081868171691895
GraphSAGE,9,0.95,7,0.006064414978027344
GraphSAGE,9,0.95,8,-0.008581876754760742
GraphSAGE,9,0.95,9,0.019053637981414795
GraphSAGE,9,0.95,10,-0.018063127994537354
GraphSAGE,9,0.95,11,-0.016728758811950684
GraphSAGE,9,0.95,12,0.007379293441772461
GraphSAGE,9,0.95,13,0.031672775745391846
GraphSAGE,9,0.95,14,0.00832664966583252
GraphSAGE,9,0.95,15,-0.015022218227386475
GraphSAGE,9,0.95,16,-0.004544556140899658
GraphSAGE,9,0.95,17,-0.01006460189819336
GraphSAGE,9,0.95,18,-0.009704828262329102
GraphSAGE,9,0.95,19,0.02027839422225952
GraphSAGE,9,1.05,0,0.007085859775543213
GraphSAGE,9,1.05,1,0.010832011699676514
GraphSAGE,9,1.05,2,-0.010937154293060303
GraphSAGE,9,1.05,3,-0.017809152603149414
GraphSAGE,9,1.05,4,0.006917476654052734
GraphSAGE,9,1.05,5,0.03297799825668335
GraphSAGE,9,1.05,6,-0.030290603637695312
GraphSAGE,9,1.05,7,0.004549741744995117
GraphSAGE,9,1.05,8,0.018256664276123047
GraphSAGE,9,1.05,9,-0.003944754600524902
GraphSAGE,9,1.05,10,0.009292542934417725
GraphSAGE,9,1.05,11,-0.0115433931350708
GraphSAGE,9,1.05,12,-0.023227274417877197
GraphSAGE,9,1.05,13,0.00432276725769043
GraphSAGE,9,1.05,14,-0.03923606872558594
GraphSAGE,9,1.05,15,0.035706162452697754
GraphSAGE,9,1.05,16,0.009036064147949219
GraphSAGE,9,1.05,17,0.01304173469543457
GraphSAGE,9,1.05,18,-0.008466839790344238
GraphSAGE,9,1.05,19,0.008294522762298584
