patient,seed,fraction,method,repeat,predicted_class_drop
132,37,0.1,random,9,0.002618507482111454
132,37,0.1,random,10,0.005312947556376457
132,37,0.1,random,11,0.005617146380245686
132,37,0.1,random,12,0.002960645593702793
132,37,0.1,random,13,0.003713705576956272
132,37,0.1,random,14,0.003959299065172672
132,37,0.1,random,15,0.0075782062485814095
132,37,0.1,random,16,0.005169498734176159
132,37,0.1,random,17,0.004526139236986637
132,37,0.1,random,18,0.003775743767619133
132,37,0.1,random,19,0.0037739165127277374
132,37,0.2,gnnexplainer,-1,0.06658154167234898
132,37,0.2,random,0,0.008291748352348804
132,37,0.2,random,1,0.007095214910805225
132,37,0.2,random,2,0.01952831819653511
132,37,0.2,random,3,0.0054231127724051476
132,37,0.2,random,4,0.004402696155011654
132,37,0.2,random,5,0.009248658083379269
132,37,0.2,random,6,0.007299202494323254
132,37,0.2,random,7,0.008489268831908703
132,37,0.2,random,8,0.008364187553524971
132,37,0.2,random,9,0.0126944649964571
132,37,0.2,random,10,0.00885613914579153
132,37,0.2,random,11,0.009540008381009102
132,37,0.2,random,12,0.010643145069479942
132,37,0.2,random,13,0.012664051726460457
132,37,0.2,random,14,0.014826986938714981
132,37,0.2,random,15,0.007775194011628628
132,37,0.2,random,16,0.010510940104722977
132,37,0.2,random,17,0.0090146129950881
132,37,0.2,random,18,0.010372031480073929
132,37,0.2,random,19,0.008194072172045708
144,11,0.05,gnnexplainer,-1,0.09267282485961914
144,11,0.05,random,0,0.051427602767944336
144,11,0.05,random,1,0.02191019058227539
144,11,0.05,random,2,0.008376836776733398
144,11,0.05,random,3,0.0026299357414245605
144,11,0.05,random,4,-0.008198857307434082
144,11,0.05,random,5,0.023486316204071045
144,11,0.05,random,6,-0.006739616394042969
144,11,0.05,random,7,0.027667880058288574
144,11,0.05,random,8,-0.010464310646057129
144,11,0.05,random,9,-0.009895920753479004
144,11,0.05,random,10,0.000919342041015625
144,11,0.05,random,11,0.02169889211654663
144,11,0.05,random,12,0.01990985870361328
144,11,0.05,random,13,0.03178304433822632
144,11,0.05,random,14,0.04385894536972046
144,11,0.05,random,15,0.012517154216766357
144,11,0.05,random,16,-0.007280826568603516
144,11,0.05,random,17,-0.026582539081573486
144,11,0.05,random,18,0.03335374593734741
144,11,0.05,random,19,0.01693648099899292
144,11,0.1,gnnexplainer,-1,0.1977628469467163
144,11,0.1,random,0,0.09034240245819092
144,11,0.1,random,1,0.035722970962524414
144,11,0.1,random,2,0.02900141477584839
144,11,0.1,random,3,0.07539862394332886
144,11,0.1,random,4,-0.013554692268371582
144,11,0.1,random,5,0.014781594276428223
144,11,0.1,random,6,0.04744315147399902
144,11,0.1,random,7,0.003967642784118652
144,11,0.1,random,8,-0.01936781406402588
144,11,0.1,random,9,-0.005307495594024658
144,11,0.1,random,10,-0.006801724433898926
144,11,0.1,random,11,0.03715968132019043
144,11,0.1,random,12,0.0066454410552978516
144,11,0.1,random,13,0.013218164443969727
144,11,0.1,random,14,0.0014728307723999023
144,11,0.1,random,15,0.019794464111328125
144,11,0.1,random,16,0.044578731060028076
144,11,0.1,random,17,0.046705007553100586
144,11,0.1,random,18,-0.0034506916999816895
144,11,0.1,random,19,0.03348040580749512
144,11,0.2,gnnexplainer,-1,0.3542807102203369
144,11,0.2,random,0,0.05389058589935303
144,11,0.2,random,1,-0.02575206756591797
144,11,0.2,random,2,0.02540367841720581
144,11,0.2,random,3,0.04771387577056885
144,11,0.2,random,4,-0.010594844818115234
144,11,0.2,random,5,0.0709943175315857
144,11,0.2,random,6,0.11753511428833008
144,11,0.2,random,7,0.05331200361251831
144,11,0.2,random,8,0.03170078992843628
144,11,0.2,random,9,0.07155859470367432
144,11,0.2,random,10,0.030286073684692383
144,11,0.2,random,11,0.08226323127746582
144,11,0.2,random,12,0.012188613414764404
144,11,0.2,random,13,-0.005089282989501953
144,11,0.2,random,14,0.05551910400390625
144,11,0.2,random,15,-0.003946423530578613
144,11,0.2,random,16,0.010504722595214844
144,11,0.2,random,17,0.02819746732711792
144,11,0.2,random,18,0.041146039962768555
144,11,0.2,random,19,0.004583835601806641
144,23,0.05,gnnexplainer,-1,0.0886082649230957
144,23,0.05,random,0,0.02706998586654663
144,23,0.05,random,1,0.004974007606506348
144,23,0.05,random,2,0.04016256332397461
144,23,0.05,random,3,0.008607149124145508
144,23,0.05,random,4,7.081031799316406e-05
144,23,0.05,random,5,0.02693861722946167
144,23,0.05,random,6,0.007654845714569092
144,23,0.05,random,7,0.013894081115722656
144,23,0.05,random,8,-0.007160961627960205
144,23,0.05,random,9,0.007605791091918945
144,23,0.05,random,10,0.019234538078308105
144,23,0.05,random,11,0.015367269515991211
144,23,0.05,random,12,0.023485660552978516
144,23,0.05,random,13,0.012502074241638184
144,23,0.05,random,14,-0.03135514259338379
144,23,0.05,random,15,-0.03034210205078125
144,23,0.05,random,16,0.005130767822265625
144,23,0.05,random,17,0.017142176628112793
144,23,0.05,random,18,-0.0027551651000976562
144,23,0.05,random,19,0.04377073049545288
144,23,0.1,gnnexplainer,-1,0.19783943891525269
144,23,0.1,random,0,0.054110705852508545
144,23,0.1,random,1,0.05381649732589722
144,23,0.1,random,2,0.07159870862960815
144,23,0.1,random,3,0.04041695594787598
144,23,0.1,random,4,0.051480889320373535
144,23,0.1,random,5,0.018188893795013428
144,23,0.1,random,6,0.03844594955444336
144,23,0.1,random,7,0.037476420402526855
144,23,0.1,random,8,0.046782732009887695
144,23,0.1,random,9,0.0009121894836425781
144,23,0.1,random,10,0.009930610656738281
144,23,0.1,random,11,0.016186177730560303
144,23,0.1,random,12,0.010006427764892578
144,23,0.1,random,13,-0.030647337436676025
144,23,0.1,random,14,0.11042189598083496
144,23,0.1,random,15,0.0036020278930664062
144,23,0.1,random,16,0.016910195350646973
144,23,0.1,random,17,0.042589545249938965
144,23,0.1,random,18,0.004253268241882324
144,23,0.1,random,19,0.04422903060913086
144,23,0.2,gnnexplainer,-1,0.36065220832824707
144,23,0.2,random,0,0.005365729331970215
144,23,0.2,random,1,0.18064308166503906
144,23,0.2,random,2,0.01445239782333374
144,23,0.2,random,3,0.030770719051361084
144,23,0.2,random,4,0.05823779106140137
144,23,0.2,random,5,0.028324782848358154
144,23,0.2,random,6,0.06995630264282227
144,23,0.2,random,7,0.042034029960632324
144,23,0.2,random,8,0.0018165111541748047
144,23,0.2,random,9,-0.006214737892150879
144,23,0.2,random,10,0.06714361906051636
144,23,0.2,random,11,0.024664342403411865
144,23,0.2,random,12,0.14134836196899414
144,23,0.2,random,13,0.03486502170562744
144,23,0.2,random,14,0.1318642497062683
144,23,0.2,random,15,0.056980133056640625
144,23,0.2,random,16,0.05341649055480957
144,23,0.2,random,17,0.0783090591430664
144,23,0.2,random,18,0.005338430404663086
144,23,0.2,random,19,-0.0011816620826721191
144,37,0.05,gnnexplainer,-1,0.09605348110198975
144,37,0.05,random,0,0.023131489753723145
144,37,0.05,random,1,0.0706019401550293
144,37,0.05,random,2,-0.020772576332092285
144,37,0.05,random,3,-0.006682693958282471
144,37,0.05,random,4,0.04879963397979736
144,37,0.05,random,5,0.027315735816955566
144,37,0.05,random,6,-0.02084040641784668
144,37,0.05,random,7,0.024335622787475586
144,37,0.05,random,8,-0.007650911808013916
144,37,0.05,random,9,-0.02494955062866211
144,37,0.05,random,10,0.012448787689208984
144,37,0.05,random,11,0.02341240644454956
144,37,0.05,random,12,0.017632007598876953
144,37,0.05,random,13,0.00180739164352417
144,37,0.05,random,14,-0.002825796604156494
144,37,0.05,random,15,-0.025001049041748047
144,37,0.05,random,16,-0.013544201850891113
144,37,0.05,random,17,0.010859251022338867
144,37,0.05,random,18,0.03821384906768799
144,37,0.05,random,19,-0.014131128787994385
144,37,0.1,gnnexplainer,-1,0.1977628469467163
144,37,0.1,random,0,0.005264461040496826
144,37,0.1,random,1,0.04528629779815674
144,37,0.1,random,2,0.022902846336364746
144,37,0.1,random,3,-0.015288472175598145
144,37,0.1,random,4,0.03749442100524902
144,37,0.1,random,5,0.00853872299194336
144,37,0.1,random,6,-0.013563215732574463
144,37,0.1,random,7,0.07826316356658936
144,37,0.1,random,8,0.019856572151184082
144,37,0.1,random,9,0.03907215595245361
144,37,0.1,random,10,0.01148378849029541
144,37,0.1,random,11,-0.019653618335723877
144,37,0.1,random,12,0.021546363830566406
144,37,0.1,random,13,0.023813903331756592
144,37,0.1,random,14,-0.02383708953857422
144,37,0.1,random,15,0.06903207302093506
144,37,0.1,random,16,-0.005497097969055176
144,37,0.1,random,17,-0.006611347198486328
144,37,0.1,random,18,-0.015046477317810059
144,37,0.1,random,19,0.06277841329574585
144,37,0.2,gnnexplainer,-1,0.3188568353652954
144,37,0.2,random,0,0.062093913555145264
144,37,0.2,random,1,0.050097644329071045
144,37,0.2,random,2,-0.011430799961090088
144,37,0.2,random,3,0.013912439346313477
144,37,0.2,random,4,0.17018914222717285
144,37,0.2,random,5,-0.010975420475006104
144,37,0.2,random,6,0.07449960708618164
144,37,0.2,random,7,0.008806169033050537
144,37,0.2,random,8,0.022804737091064453
144,37,0.2,random,9,0.04620969295501709
144,37,0.2,random,10,0.00951242446899414
144,37,0.2,random,11,-0.005667984485626221
144,37,0.2,random,12,0.022036433219909668
144,37,0.2,random,13,-0.03411376476287842
144,37,0.2,random,14,0.1211245059967041
144,37,0.2,random,15,0.007464289665222168
144,37,0.2,random,16,0.005173861980438232
144,37,0.2,random,17,0.03969240188598633
144,37,0.2,random,18,0.09234476089477539
144,37,0.2,random,19,0.013958454132080078
151,11,0.05,gnnexplainer,-1,0.11349523067474365
151,11,0.05,random,0,-0.02783048152923584
151,11,0.05,random,1,0.010959208011627197
151,11,0.05,random,2,0.00022864341735839844
151,11,0.05,random,3,0.021230220794677734
151,11,0.05,random,4,0.005921483039855957
151,11,0.05,random,5,0.046229779720306396
151,11,0.05,random,6,0.04710870981216431
151,11,0.05,random,7,0.08352792263031006
151,11,0.05,random,8,-0.02086561918258667
151,11,0.05,random,9,0.10793769359588623
151,11,0.05,random,10,0.017705917358398438
151,11,0.05,random,11,0.04814976453781128
151,11,0.05,random,12,-0.04356992244720459
151,11,0.05,random,13,-0.022839128971099854
151,11,0.05,random,14,-0.017641901969909668
151,11,0.05,random,15,0.03629791736602783
151,11,0.05,random,16,0.06800132989883423
151,11,0.05,random,17,0.0638166069984436
151,11,0.05,random,18,-0.0295865535736084
151,11,0.05,random,19,0.017424285411834717
151,11,0.1,gnnexplainer,-1,0.19216161966323853
151,11,0.1,random,0,-0.01196587085723877
151,11,0.1,random,1,-0.007548153400421143
151,11,0.1,random,2,-0.009960412979125977
151,11,0.1,random,3,0.04883718490600586
151,11,0.1,random,4,0.019120097160339355
151,11,0.1,random,5,-0.0014219284057617188
151,11,0.1,random,6,0.003276348114013672
151,11,0.1,random,7,-0.025334656238555908
151,11,0.1,random,8,0.0011090636253356934
151,11,0.1,random,9,0.015536904335021973
151,11,0.1,random,10,0.0034524202346801758
151,11,0.1,random,11,0.0589560866355896
151,11,0.1,random,12,0.04302281141281128
151,11,0.1,random,13,-0.040081918239593506
151,11,0.1,random,14,-0.011365294456481934
151,11,0.1,random,15,0.027939021587371826
151,11,0.1,random,16,-0.005902290344238281
151,11,0.1,random,17,-0.03357875347137451
151,11,0.1,random,18,0.010136961936950684
151,11,0.1,random,19,-0.03351473808288574
151,11,0.2,gnnexplainer,-1,0.245793879032135
151,11,0.2,random,0,0.023908555507659912
151,11,0.2,random,1,0.05622434616088867
151,11,0.2,random,2,0.05608534812927246
151,11,0.2,random,3,-0.034391045570373535
151,11,0.2,random,4,0.04675626754760742
151,11,0.2,random,5,0.0027675628662109375
151,11,0.2,random,6,-0.10386919975280762
151,11,0.2,random,7,-0.061323344707489014
151,11,0.2,random,8,0.027914583683013916
151,11,0.2,random,9,-0.03977334499359131
151,11,0.2,random,10,0.026291608810424805
151,11,0.2,random,11,0.0010018348693847656
151,11,0.2,random,12,0.07621484994888306
151,11,0.2,random,13,-0.03714096546173096
151,11,0.2,random,14,-0.0549587607383728
151,11,0.2,random,15,0.04780220985412598
151,11,0.2,random,16,0.04378408193588257
151,11,0.2,random,17,0.0652276873588562
151,11,0.2,random,18,0.06940186023712158
151,11,0.2,random,19,-0.0018375515937805176
151,23,0.05,gnnexplainer,-1,0.12046265602111816
151,23,0.05,random,0,-0.021084845066070557
151,23,0.05,random,1,0.0746508240699768
151,23,0.05,random,2,0.03886514902114868
151,23,0.05,random,3,-0.007715880870819092
151,23,0.05,random,4,-0.011791884899139404
151,23,0.05,random,5,0.11904144287109375
151,23,0.05,random,6,-0.0048220157623291016
151,23,0.05,random,7,0.008017778396606445
151,23,0.05,random,8,-0.05615580081939697
151,23,0.05,random,9,-0.01643228530883789
151,23,0.05,random,10,0.012341797351837158
151,23,0.05,random,11,-0.005632877349853516
151,23,0.05,random,12,-0.028194069862365723
151,23,0.05,random,13,-0.01127934455871582
151,23,0.05,random,14,-0.05672568082809448
151,23,0.05,random,15,0.0177803635597229
151,23,0.05,random,16,0.01540231704711914
151,23,0.05,random,17,-0.028680741786956787
151,23,0.05,random,18,0.04475045204162598
151,23,0.05,random,19,0.04297357797622681
151,23,0.1,gnnexplainer,-1,0.19546502828598022
151,23,0.1,random,0,-0.058370113372802734
151,23,0.1,random,1,0.013735651969909668
151,23,0.1,random,2,-0.012318849563598633
151,23,0.1,random,3,-0.028926730155944824
151,23,0.1,random,4,-0.0030126571655273438
151,23,0.1,random,5,0.0216217041015625
151,23,0.1,random,6,0.05510050058364868
151,23,0.1,random,7,0.033344388008117676
151,23,0.1,random,8,0.05633723735809326
151,23,0.1,random,9,-0.021524786949157715
151,23,0.1,random,10,0.04381859302520752
151,23,0.1,random,11,-0.025063812732696533
151,23,0.1,random,12,-0.01651310920715332
151,23,0.1,random,13,0.02286165952682495
151,23,0.1,random,14,0.0077059268951416016
151,23,0.1,random,15,-0.0038129091262817383
151,23,0.1,random,16,-0.11945241689682007
151,23,0.1,random,17,0.013216972351074219
151,23,0.1,random,18,0.06607323884963989
151,23,0.1,random,19,-0.0031870007514953613
151,23,0.2,gnnexplainer,-1,0.23031744360923767
151,23,0.2,random,0,-0.00029915571212768555
151,23,0.2,random,1,0.05326962471008301
151,23,0.2,random,2,0.039182305335998535
151,23,0.2,random,3,0.03276801109313965
151,23,0.2,random,4,0.01865530014038086
151,23,0.2,random,5,0.08355343341827393
151,23,0.2,random,6,0.043909549713134766
151,23,0.2,random,7,0.05970203876495361
151,23,0.2,random,8,0.0634148120880127
151,23,0.2,random,9,0.015161871910095215
151,23,0.2,random,10,-0.01854252815246582
151,23,0.2,random,11,0.05791294574737549
151,23,0.2,random,12,-0.03748500347137451
151,23,0.2,random,13,-0.042319536209106445
151,23,0.2,random,14,0.005841374397277832
151,23,0.2,random,15,0.06685531139373779
151,23,0.2,random,16,0.04522961378097534
151,23,0.2,random,17,-0.02353501319885254
151,23,0.2,random,18,0.0434722900390625
151,23,0.2,random,19,0.04104804992675781
151,37,0.05,gnnexplainer,-1,0.12009334564208984
151,37,0.05,random,0,0.02136838436126709
151,37,0.05,random,1,0.011246442794799805
151,37,0.05,random,2,0.011242687702178955
151,37,0.05,random,3,-0.009860515594482422
151,37,0.05,random,4,-0.018410563468933105
151,37,0.05,random,5,0.018974781036376953
151,37,0.05,random,6,0.038372814655303955
151,37,0.05,random,7,0.03955686092376709
151,37,0.05,random,8,-0.017451763153076172
151,37,0.05,random,9,0.04909235239028931
151,37,0.05,random,10,0.01648390293121338
151,37,0.05,random,11,-0.007856547832489014
151,37,0.05,random,12,0.01689589023590088
151,37,0.05,random,13,-0.007078051567077637
151,37,0.05,random,14,-0.005635678768157959
151,37,0.05,random,15,0.07990121841430664
151,37,0.05,random,16,-0.0017305612564086914
151,37,0.05,random,17,0.012496590614318848
151,37,0.05,random,18,0.012336373329162598
151,37,0.05,random,19,-0.032718122005462646
151,37,0.1,gnnexplainer,-1,0.19216161966323853
151,37,0.1,random,0,0.08368301391601562
151,37,0.1,random,1,-0.0022002458572387695
151,37,0.1,random,2,0.016023635864257812
151,37,0.1,random,3,0.010062217712402344
151,37,0.1,random,4,0.024021923542022705
151,37,0.1,random,5,-0.014232516288757324
151,37,0.1,random,6,0.004923105239868164
151,37,0.1,random,7,0.002297043800354004
151,37,0.1,random,8,0.04101210832595825
151,37,0.1,random,9,-0.0398179292678833
151,37,0.1,random,10,-0.03589761257171631
151,37,0.1,random,11,0.0799332857131958
151,37,0.1,random,12,0.009548723697662354
151,37,0.1,random,13,-0.017008662223815918
151,37,0.1,random,14,-0.044931769371032715
151,37,0.1,random,15,-0.023331820964813232
151,37,0.1,random,16,0.005442619323730469
151,37,0.1,random,17,0.027039170265197754
151,37,0.1,random,18,0.08483695983886719
151,37,0.1,random,19,0.03909999132156372
151,37,0.2,gnnexplainer,-1,0.33171582221984863
151,37,0.2,random,0,0.054076969623565674
151,37,0.2,random,1,-0.0021952390670776367
151,37,0.2,random,2,-0.03714531660079956
151,37,0.2,random,3,0.06398594379425049
151,37,0.2,random,4,-0.08634436130523682
151,37,0.2,random,5,0.11068570613861084
151,37,0.2,random,6,0.04710400104522705
151,37,0.2,random,7,0.11041843891143799
151,37,0.2,random,8,0.021498143672943115
151,37,0.2,random,9,0.08259713649749756
151,37,0.2,random,10,0.0016501545906066895
151,37,0.2,random,11,0.024431049823760986
151,37,0.2,random,12,-0.011038422584533691
151,37,0.2,random,13,0.037400245666503906
151,37,0.2,random,14,0.08891189098358154
151,37,0.2,random,15,0.12711834907531738
151,37,0.2,random,16,0.08910846710205078
151,37,0.2,random,17,0.10668134689331055
151,37,0.2,random,18,0.040332794189453125
151,37,0.2,random,19,0.07140934467315674
156,11,0.05,gnnexplainer,-1,0.07604962587356567
156,11,0.05,random,0,0.002018272876739502
156,11,0.05,random,1,-0.017036139965057373
156,11,0.05,random,2,-0.0021219253540039062
156,11,0.05,random,3,0.012858688831329346
156,11,0.05,random,4,-0.0013821125030517578
156,11,0.05,random,5,-0.035094618797302246
156,11,0.05,random,6,0.025954842567443848
156,11,0.05,random,7,0.054893314838409424
156,11,0.05,random,8,0.003774404525756836
156,11,0.05,random,9,0.025268077850341797
156,11,0.05,random,10,0.0037186741828918457
156,11,0.05,random,11,0.031662940979003906
156,11,0.05,random,12,-0.019305944442749023
156,11,0.05,random,13,0.008566021919250488
156,11,0.05,random,14,0.024970412254333496
156,11,0.05,random,15,0.0015366673469543457
156,11,0.05,random,16,0.02726280689239502
156,11,0.05,random,17,0.008352279663085938
156,11,0.05,random,18,0.006937801837921143
156,11,0.05,random,19,0.042332470417022705
156,11,0.1,gnnexplainer,-1,0.12978458404541016
156,11,0.1,random,0,0.030044078826904297
156,11,0.1,random,1,0.09599757194519043
156,11,0.1,random,2,0.09128713607788086
156,11,0.1,random,3,-0.03597491979598999
156,11,0.1,random,4,-0.040929317474365234
156,11,0.1,random,5,-0.0025423765182495117
156,11,0.1,random,6,0.0033159255981445312
156,11,0.1,random,7,0.007228374481201172
156,11,0.1,random,8,0.07646042108535767
156,11,0.1,random,9,0.026032686233520508
156,11,0.1,random,10,0.01335000991821289
156,11,0.1,random,11,-0.004235446453094482
156,11,0.1,random,12,0.05070602893829346
156,11,0.1,random,13,0.04127085208892822
156,11,0.1,random,14,-0.003460824489593506
156,11,0.1,random,15,0.03371649980545044
156,11,0.1,random,16,0.03402674198150635
156,11,0.1,random,17,0.025036871433258057
156,11,0.1,random,18,0.018925070762634277
156,11,0.1,random,19,0.02043759822845459
156,11,0.2,gnnexplainer,-1,0.14130789041519165
156,11,0.2,random,0,0.03448843955993652
156,11,0.2,random,1,0.04540669918060303
156,11,0.2,random,2,0.016101837158203125
156,11,0.2,random,3,0.05374079942703247
156,11,0.2,random,4,0.07288676500320435
156,11,0.2,random,5,0.043277084827423096
156,11,0.2,random,6,-0.009400367736816406
156,11,0.2,random,7,-0.005078434944152832
156,11,0.2,random,8,0.0038754940032958984
156,11,0.2,random,9,-0.009624123573303223
156,11,0.2,random,10,0.04743850231170654
156,11,0.2,random,11,-0.03278416395187378
156,11,0.2,random,12,0.06567960977554321
156,11,0.2,random,13,0.02835845947265625
156,11,0.2,random,14,-0.00185316801071167
156,11,0.2,random,15,0.006131649017333984
156,11,0.2,random,16,0.09620887041091919
156,11,0.2,random,17,0.029325485229492188
156,11,0.2,random,18,0.060387611389160156
156,11,0.2,random,19,-0.0093458890914917
156,23,0.05,gnnexplainer,-1,0.0857466459274292
156,23,0.05,random,0,-0.024878978729248047
156,23,0.05,random,1,-0.0074988603591918945
156,23,0.05,random,2,-0.012094438076019287
156,23,0.05,random,3,0.004867196083068848
156,23,0.05,random,4,0.05438077449798584
156,23,0.05,random,5,0.0006344318389892578
156,23,0.05,random,6,0.0045964717864990234
156,23,0.05,random,7,0.03837519884109497
156,23,0.05,random,8,0.04761147499084473
156,23,0.05,random,9,0.007830262184143066
156,23,0.05,random,10,0.07918864488601685
156,23,0.05,random,11,0.019514143466949463
156,23,0.05,random,12,0.004151821136474609
156,23,0.05,random,13,-0.011898994445800781
156,23,0.05,random,14,0.06045830249786377
156,23,0.05,random,15,0.04024910926818848
156,23,0.05,random,16,0.05094754695892334
156,23,0.05,random,17,0.045389652252197266
156,23,0.05,random,18,-0.020362257957458496
156,23,0.05,random,19,-0.005316615104675293
156,23,0.1,gnnexplainer,-1,0.11863148212432861
156,23,0.1,random,0,0.0019429922103881836
156,23,0.1,random,1,0.023865044116973877
156,23,0.1,random,2,0.0457988977432251
156,23,0.1,random,3,0.071586012840271
156,23,0.1,random,4,-0.005177199840545654
156,23,0.1,random,5,-0.010393798351287842
156,23,0.1,random,6,0.022470295429229736
156,23,0.1,random,7,0.004395782947540283
156,23,0.1,random,8,0.03980886936187744
156,23,0.1,random,9,0.013759255409240723
156,23,0.1,random,10,-0.02473372220993042
156,23,0.1,random,11,0.10037243366241455
156,23,0.1,random,12,0.016515612602233887
156,23,0.1,random,13,0.05361872911453247
156,23,0.1,random,14,-0.027521729469299316
156,23,0.1,random,15,-0.027959704399108887
156,23,0.1,random,16,0.003487229347229004
156,23,0.1,random,17,0.07043242454528809
156,23,0.1,random,18,-0.0710405707359314
156,23,0.1,random,19,0.009437203407287598
156,23,0.2,gnnexplainer,-1,0.18637555837631226
156,23,0.2,random,0,0.032103657722473145
156,23,0.2,random,1,-0.010783195495605469
156,23,0.2,random,2,0.024469971656799316
156,23,0.2,random,3,0.039924442768096924
156,23,0.2,random,4,0.08877420425415039
156,23,0.2,random,5,0.0788118839263916
156,23,0.2,random,6,0.09456712007522583
156,23,0.2,random,7,0.02341639995574951
156,23,0.2,random,8,0.03662300109863281
156,23,0.2,random,9,0.02471935749053955
156,23,0.2,random,10,-0.053685665130615234
156,23,0.2,random,11,0.00116729736328125
156,23,0.2,random,12,0.08439481258392334
156,23,0.2,random,13,0.0030126571655273438
156,23,0.2,random,14,0.015046417713165283
156,23,0.2,random,15,0.015058398246765137
156,23,0.2,random,16,0.006251335144042969
156,23,0.2,random,17,0.0014195442199707031
156,23,0.2,random,18,0.0718427300453186
156,23,0.2,random,19,-0.043231964111328125
156,37,0.05,gnnexplainer,-1,0.10032016038894653
156,37,0.05,random,0,0.004393100738525391
156,37,0.05,random,1,-0.0007036924362182617
156,37,0.05,random,2,-0.04324173927307129
156,37,0.05,random,3,0.04170262813568115
156,37,0.05,random,4,-0.015468060970306396
156,37,0.05,random,5,0.021908879280090332
156,37,0.05,random,6,-0.00015795230865478516
156,37,0.05,random,7,0.006102144718170166
156,37,0.05,random,8,-0.003763556480407715
156,37,0.05,random,9,0.02806568145751953
156,37,0.05,random,10,-0.009358763694763184
156,37,0.05,random,11,0.05066925287246704
156,37,0.05,random,12,-0.011346220970153809
156,37,0.05,random,13,-0.029457807540893555
156,37,0.05,random,14,0.03978562355041504
156,37,0.05,random,15,0.0215303897857666
156,37,0.05,random,16,0.007806897163391113
156,37,0.05,random,17,0.01844656467437744
156,37,0.05,random,18,-0.021221518516540527
156,37,0.05,random,19,0.01111060380935669
156,37,0.1,gnnexplainer,-1,0.14714676141738892
156,37,0.1,random,0,0.04414677619934082
156,37,0.1,random,1,0.022964954376220703
156,37,0.1,random,2,0.004717826843261719
156,37,0.1,random,3,0.005868434906005859
156,37,0.1,random,4,0.1019439697265625
156,37,0.1,random,5,-0.030349373817443848
156,37,0.1,random,6,0.024218201637268066
156,37,0.1,random,7,-0.013864517211914062
156,37,0.1,random,8,0.06467986106872559
156,37,0.1,random,9,0.01105433702468872
156,37,0.1,random,10,0.017276406288146973
156,37,0.1,random,11,0.005631983280181885
156,37,0.1,random,12,0.03814011812210083
156,37,0.1,random,13,0.031957149505615234
156,37,0.1,random,14,0.009799957275390625
156,37,0.1,random,15,-0.03925883769989014
156,37,0.1,random,16,0.0986209511756897
156,37,0.1,random,17,-0.01283806562423706
156,37,0.1,random,18,0.006463110446929932
156,37,0.1,random,19,-0.005550742149353027
156,37,0.2,gnnexplainer,-1,0.11240130662918091
156,37,0.2,random,0,0.11258488893508911
156,37,0.2,random,1,0.021179020404815674
156,37,0.2,random,2,0.01426839828491211
156,37,0.2,random,3,-0.02390873432159424
156,37,0.2,random,4,-0.004879176616668701
156,37,0.2,random,5,0.007953047752380371
156,37,0.2,random,6,0.02789241075515747
156,37,0.2,random,7,0.03427249193191528
156,37,0.2,random,8,-0.00968402624130249
156,37,0.2,random,9,0.06987583637237549
156,37,0.2,random,10,0.08191835880279541
156,37,0.2,random,11,-0.04519248008728027
156,37,0.2,random,12,-0.025395512580871582
156,37,0.2,random,13,0.05784738063812256
156,37,0.2,random,14,0.0030835866928100586
156,37,0.2,random,15,0.03228980302810669
156,37,0.2,random,16,-0.021884441375732422
156,37,0.2,random,17,0.023589730262756348
156,37,0.2,random,18,0.07845032215118408
156,37,0.2,random,19,0.10389041900634766
162,11,0.05,gnnexplainer,-1,0.006687164306640625
162,11,0.05,random,0,0.0009164810180664062
162,11,0.05,random,1,0.0020925402641296387
162,11,0.05,random,2,0.0023819804191589355
162,11,0.05,random,3,0.0021371841430664062
162,11,0.05,random,4,0.0035690665245056152
162,11,0.05,random,5,0.00011140108108520508
162,11,0.05,random,6,-0.00021094083786010742
162,11,0.05,random,7,0.0009164810180664062
162,11,0.05,random,8,0.0012034773826599121
162,11,0.05,random,9,0.0027175545692443848
162,11,0.05,random,10,0.0024037957191467285
162,11,0.05,random,11,0.005166351795196533
162,11,0.05,random,12,0.00301438570022583
162,11,0.05,random,13,0.001773834228515625
162,11,0.05,random,14,0.0020206570625305176
162,11,0.05,random,15,0.0009896159172058105
162,11,0.05,random,16,0.004698812961578369
162,11,0.05,random,17,0.002758800983428955
162,11,0.05,random,18,0.0007371902465820312
162,11,0.05,random,19,0.0014362931251525879
162,11,0.1,gnnexplainer,-1,0.022260963916778564
162,11,0.1,random,0,0.0019442439079284668
162,11,0.1,random,1,0.005794227123260498
162,11,0.1,random,2,0.001043558120727539
162,11,0.1,random,3,0.004910767078399658
162,11,0.1,random,4,0.006479203701019287
162,11,0.1,random,5,0.002644062042236328
162,11,0.1,random,6,0.004304826259613037
162,11,0.1,random,7,0.004941403865814209
162,11,0.1,random,8,0.0025629401206970215
162,11,0.1,random,9,0.0033167004585266113
162,11,0.1,random,10,0.005003750324249268
162,11,0.1,random,11,0.005657196044921875
162,11,0.1,random,12,0.0037696361541748047
162,11,0.1,random,13,0.003179490566253662
162,11,0.1,random,14,0.0032325387001037598
162,11,0.1,random,15,0.003597438335418701
162,11,0.1,random,16,0.00575631856918335
162,11,0.1,random,17,0.0056038498878479
162,11,0.1,random,18,0.006111323833465576
162,11,0.1,random,19,0.0020473599433898926
162,11,0.2,gnnexplainer,-1,0.08042818307876587
162,11,0.2,random,0,0.007813036441802979
162,11,0.2,random,1,0.013288795948028564
